order,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod_add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,sale_condition,saleprice,houseage,remodage,totalsf,totalbath,hasgarage,hasbasement,hasfireplace
43,528138020,20,RL,79.0,14122,Pave,NoFeature,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2005,2006,Hip,CompShg,CemntBd,CmentBd,BrkFace,240.0,4,3,PConc,5,3,No,GLQ,28.0,Unf,0.0,1794.0,1822.0,GasA,5,Y,SBrkr,1822,0,0,1822,0.0,0.0,2,0,3,1,5,8,Typ,1,4,Attchd,2005.0,RFn,3.0,678.0,3,3,Y,0,119,0,0,0,0,0,NoFeature,NoFeature,0,2,2010,WD,Normal,259000,5,4,3644.0,2.0,1,1,1
44,528138060,20,RL,70.0,10171,Pave,NoFeature,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,168.0,4,3,PConc,4,3,No,GLQ,2.0,Unf,0.0,1515.0,1517.0,GasA,5,Y,SBrkr,1535,0,0,1535,0.0,0.0,2,0,3,1,4,7,Typ,0,0,Attchd,2004.0,RFn,2.0,532.0,3,3,Y,0,0,0,0,0,0,0,NoFeature,NoFeature,0,3,2010,WD,Normal,214000,6,6,3052.0,2.0,1,1,0
45,528150070,20,RL,100.0,12919,Pave,NoFeature,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2009,2010,Hip,CompShg,VinylSd,VinylSd,Stone,760.0,5,3,PConc,5,3,Gd,GLQ,2188.0,Unf,0.0,142.0,2330.0,GasA,5,Y,SBrkr,2364,0,0,2364,1.0,0.0,2,1,2,1,5,11,Typ,2,4,Attchd,2009.0,Fin,3.0,820.0,3,3,Y,0,67,0,0,0,0,0,NoFeature,NoFeature,0,3,2010,New,Partial,611657,1,0,4694.0,3.5,1,1,1
46,528175010,120,RL,44.0,6371,Pave,NoFeature,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,Stone,128.0,4,3,PConc,4,3,Mn,GLQ,733.0,Unf,0.0,625.0,1358.0,GasA,5,Y,SBrkr,1358,0,0,1358,1.0,0.0,2,0,2,1,4,6,Typ,1,4,Attchd,2010.0,RFn,2.0,484.0,3,3,Y,192,35,0,0,0,0,0,NoFeature,NoFeature,0,6,2010,New,Partial,224000,1,0,2716.0,3.0,1,1,1
47,528176010,20,RL,110.0,14300,Pave,NoFeature,Reg,HLS,AllPub,Inside,Mod,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,1095.0,5,3,PConc,5,3,Gd,GLQ,1373.0,Unf,0.0,1473.0,2846.0,GasA,5,Y,SBrkr,2696,0,0,2696,1.0,0.0,2,1,3,1,5,10,Typ,2,4,Attchd,2003.0,Fin,3.0,958.0,3,3,Y,220,150,0,0,0,0,0,NoFeature,NoFeature,0,6,2010,WD,Normal,500000,7,6,5542.0,3.5,1,1,1
48,528176070,60,RL,105.0,13650,Pave,NoFeature,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,232.0,4,3,PConc,4,3,Gd,GLQ,578.0,Unf,0.0,1093.0,1671.0,GasA,5,Y,SBrkr,1687,563,0,2250,1.0,0.0,2,1,3,1,4,7,Typ,1,5,Attchd,2002.0,Fin,3.0,756.0,3,3,Y,238,130,0,0,0,0,0,NoFeature,NoFeature,0,6,2010,WD,Normal,320000,8,8,3921.0,3.5,1,1,1
49,528180070,120,RL,61.0,7658,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,412.0,5,3,PConc,5,3,No,GLQ,456.0,Unf,0.0,1296.0,1752.0,GasA,5,Y,SBrkr,1752,0,0,1752,1.0,0.0,2,0,2,1,5,6,Typ,1,4,Attchd,2005.0,RFn,2.0,576.0,3,3,Y,196,82,0,0,0,0,0,NoFeature,NoFeature,0,2,2010,WD,Normal,319900,5,5,3504.0,3.0,1,1,1
50,528181050,120,RL,41.0,7132,Pave,NoFeature,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,4,3,PConc,4,3,Mn,GLQ,24.0,Unf,0.0,1346.0,1370.0,GasA,5,Y,SBrkr,1370,0,0,1370,0.0,0.0,2,0,2,1,4,6,Typ,1,4,Attchd,2006.0,RFn,2.0,484.0,3,3,Y,120,49,0,0,0,0,0,NoFeature,NoFeature,0,4,2010,WD,Normal,205000,4,4,2740.0,2.0,1,1,1
51,528188120,160,RL,36.0,2628,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,4,3,PConc,4,3,No,Unf,0.0,Unf,0.0,764.0,764.0,GasA,5,Y,SBrkr,764,862,0,1626,0.0,0.0,2,1,2,1,4,6,Typ,0,0,BuiltIn,2003.0,RFn,2.0,474.0,3,3,Y,0,27,0,0,0,0,0,NoFeature,NoFeature,0,6,2010,WD,Normal,175500,7,7,2390.0,2.5,1,1,0
52,528218150,20,RL,100.0,18494,Pave,NoFeature,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,NoMasVnr,0.0,4,3,PConc,4,3,No,Unf,0.0,Unf,0.0,1324.0,1324.0,GasA,5,Y,SBrkr,1324,0,0,1324,0.0,0.0,2,0,3,1,4,6,Typ,0,0,Attchd,2005.0,Fin,2.0,430.0,3,3,Y,36,23,0,0,0,0,0,NoFeature,NoFeature,0,1,2010,WD,Normal,199500,5,5,2648.0,2.0,1,1,0
53,528228285,120,RL,43.0,3203,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,14.0,4,3,PConc,4,3,Av,GLQ,16.0,Unf,0.0,1129.0,1145.0,GasA,5,Y,SBrkr,1145,0,0,1145,0.0,0.0,2,0,2,1,4,6,Typ,0,0,Attchd,2006.0,Fin,2.0,437.0,3,3,Y,100,116,0,0,0,0,0,NoFeature,NoFeature,0,1,2010,WD,Normal,160000,4,4,2290.0,2.0,1,1,0
54,528228440,120,RL,43.0,3182,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,4,3,PConc,4,3,No,GLQ,24.0,Unf,0.0,1232.0,1256.0,GasA,5,Y,SBrkr,1269,0,0,1269,0.0,0.0,2,0,2,1,4,6,Typ,1,3,Attchd,2004.0,Fin,2.0,430.0,3,3,Y,146,20,0,0,144,0,0,NoFeature,NoFeature,0,4,2010,WD,Normal,192000,6,5,2525.0,2.0,1,1,1
55,528231020,80,RL,67.0,13300,Pave,NoFeature,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,NoMasVnr,0.0,4,3,PConc,4,3,No,GLQ,326.0,Unf,0.0,58.0,384.0,GasA,5,Y,SBrkr,744,630,0,1374,1.0,0.0,2,1,3,1,4,7,Typ,1,4,BuiltIn,2004.0,Fin,2.0,400.0,3,3,Y,100,0,0,0,0,0,0,NoFeature,NoFeature,0,6,2010,WD,Normal,184500,6,6,1758.0,3.5,1,1,1
56,528240070,60,RL,64.0,7851,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,NoFeature,0.0,4,3,PConc,4,3,No,GLQ,625.0,Unf,0.0,235.0,860.0,GasA,5,Y,SBrkr,860,1100,0,1960,1.0,0.0,2,1,4,1,4,8,Typ,2,3,BuiltIn,2002.0,Fin,2.0,440.0,3,3,Y,288,48,0,0,0,0,0,NoFeature,NoFeature,0,5,2010,WD,Normal,216500,8,8,2820.0,3.5,1,1,1
57,528240130,60,RL,63.0,8577,Pave,NoFeature,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,NoMasVnr,0.0,4,3,PConc,4,3,No,Unf,0.0,Unf,0.0,847.0,847.0,GasA,5,Y,SBrkr,847,886,0,1733,0.0,0.0,2,1,3,1,4,7,Typ,1,4,BuiltIn,2004.0,Fin,2.0,433.0,3,3,Y,144,48,0,0,0,0,0,NoFeature,NoFeature,0,4,2010,WD,Normal,185088,6,6,2580.0,2.5,1,1,1
58,528250100,80,RL,64.0,7750,Pave,NoFeature,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,NoMasVnr,0.0,3,3,PConc,4,3,No,GLQ,250.0,Unf,0.0,134.0,384.0,GasA,5,Y,SBrkr,774,656,0,1430,0.0,0.0,2,1,3,1,3,7,Typ,1,3,BuiltIn,2000.0,Fin,2.0,400.0,3,3,Y,180,0,0,0,0,0,0,NoFeature,NoFeature,0,4,2010,WD,Normal,180000,10,10,1814.0,2.5,1,1,1
59,528292020,60,RL,64.0,9505,Pave,NoFeature,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,180.0,4,3,PConc,4,3,No,Unf,0.0,Unf,0.0,884.0,884.0,GasA,5,Y,SBrkr,884,1151,0,2035,0.0,0.0,2,1,3,1,4,8,Typ,1,4,BuiltIn,2001.0,Fin,2.0,434.0,3,3,Y,144,48,0,0,0,0,0,NoFeature,NoFeature,0,5,2010,WD,Normal,222500,9,9,2919.0,2.5,1,1,1
60,528328100,60,RL,108.0,14774,Pave,NoFeature,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,165.0,4,3,PConc,4,3,No,Unf,0.0,Unf,0.0,1393.0,1393.0,GasA,5,Y,SBrkr,1422,1177,0,2599,0.0,0.0,2,1,4,1,4,10,Typ,1,3,BuiltIn,1999.0,Fin,3.0,779.0,3,3,Y,668,30,0,0,0,0,0,NoFeature,NoFeature,0,5,2010,WD,Normal,333168,11,11,3992.0,2.5,1,1,1
61,528344070,60,RL,60.0,17433,Pave,NoFeature,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,114.0,4,3,PConc,5,3,No,Unf,0.0,Unf,0.0,1629.0,1629.0,GasA,5,Y,SBrkr,1645,830,0,2475,0.0,0.0,2,1,4,1,4,7,Typ,1,3,Attchd,1998.0,Fin,3.0,962.0,3,3,Y,23,172,0,0,256,0,0,NoFeature,NoFeature,0,1,2010,WD,Normal,355000,12,12,4104.0,2.5,1,1,1
62,528358010,20,RL,59.0,10593,Pave,NoFeature,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,7,5,1996,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,338.0,4,3,PConc,4,3,No,GLQ,919.0,Unf,0.0,801.0,1720.0,GasA,5,Y,SBrkr,1720,0,0,1720,1.0,0.0,2,0,3,1,4,7,Typ,1,3,Attchd,1996.0,Fin,2.0,527.0,3,3,Y,240,56,154,0,0,0,0,NoFeature,NoFeature,0,3,2010,WD,Normal,260400,14,14,3440.0,3.0,1,1,1
63,528363130,60,RL,98.0,12256,Pave,NoFeature,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,BrkFace,362.0,4,3,PConc,5,3,Av,GLQ,1032.0,Unf,0.0,431.0,1463.0,GasA,5,Y,SBrkr,1500,1122,0,2622,1.0,0.0,2,1,3,1,4,9,Typ,2,3,Attchd,1994.0,RFn,2.0,712.0,3,3,Y,186,32,0,0,0,0,0,NoFeature,NoFeature,0,4,2010,WD,Normal,325000,16,15,4085.0,3.5,1,1,1
64,528382020,60,RL,92.0,11764,Pave,NoFeature,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,1999,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,348.0,4,3,PConc,4,3,No,GLQ,524.0,Unf,0.0,628.0,1152.0,GasA,5,Y,SBrkr,1164,1106,0,2270,0.0,0.0,2,1,4,1,4,9,Typ,1,4,Attchd,1999.0,Fin,3.0,671.0,3,3,Y,132,57,0,0,0,0,0,NoFeature,NoFeature,0,4,2010,WD,Normal,290000,11,3,3422.0,2.5,1,1,1
65,528382030,60,RL,58.0,16770,Pave,NoFeature,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,30.0,4,3,PConc,4,3,No,Unf,0.0,Unf,0.0,1195.0,1195.0,GasA,4,Y,SBrkr,1195,644,0,1839,0.0,0.0,2,1,4,1,3,7,Typ,0,0,Attchd,1998.0,Fin,2.0,486.0,3,3,Y,0,81,0,0,0,0,0,NoFeature,NoFeature,0,6,2010,WD,Normal,221000,12,12,3034.0,2.5,1,1,0
66,528386040,50,RL,56.0,14720,Pave,NoFeature,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,1.5Fin,8,5,1995,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,579.0,4,3,PConc,4,3,Av,GLQ,816.0,Unf,0.0,1217.0,2033.0,GasA,5,Y,SBrkr,2053,1185,0,3238,1.0,0.0,2,1,4,1,4,9,Typ,1,5,Attchd,1996.0,Fin,3.0,666.0,3,3,Y,283,86,0,0,0,0,0,NoFeature,NoFeature,0,3,2010,WD,Normal,410000,15,14,5271.0,3.5,1,1,1
67,528445060,20,RL,73.0,8987,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,226.0,4,3,PConc,4,3,NoFeature,Unf,0.0,Unf,0.0,1595.0,1595.0,GasA,5,Y,SBrkr,1595,0,0,1595,0.0,0.0,2,0,2,1,4,6,Typ,1,4,Attchd,2005.0,RFn,3.0,880.0,3,3,Y,144,0,0,0,0,0,0,NoFeature,NoFeature,0,5,2010,WD,Normal,221500,5,4,3190.0,2.0,1,1,1
68,528456160,20,FV,92.0,9215,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2009,2010,Hip,CompShg,VinylSd,VinylSd,NoMasVnr,0.0,4,3,PConc,4,3,No,Unf,0.0,Unf,0.0,1218.0,1218.0,GasA,5,Y,SBrkr,1218,0,0,1218,0.0,0.0,2,0,2,1,4,4,Typ,0,0,Attchd,2009.0,RFn,2.0,676.0,3,3,Y,0,136,0,0,0,0,0,NoFeature,NoFeature,0,4,2010,New,Partial,204500,1,0,2436.0,2.0,1,1,0
69,528458070,60,FV,72.0,8640,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,NoMasVnr,0.0,3,3,PConc,4,3,Mn,GLQ,24.0,Unf,0.0,732.0,756.0,GasA,5,Y,SBrkr,764,783,0,1547,0.0,0.0,2,1,3,1,4,7,Typ,0,0,Attchd,2009.0,Unf,2.0,614.0,3,3,Y,169,45,0,0,0,0,0,NoFeature,NoFeature,0,6,2010,Con,Normal,215200,1,1,2303.0,2.5,1,1,0
70,528458110,20,FV,75.0,9000,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,36.0,4,3,PConc,4,3,Av,GLQ,1078.0,Unf,0.0,488.0,1566.0,GasA,5,Y,SBrkr,1566,0,0,1566,1.0,0.0,2,0,3,1,4,7,Typ,0,0,Attchd,2008.0,RFn,2.0,750.0,3,3,Y,144,168,0,0,0,0,0,NoFeature,NoFeature,0,4,2010,WD,Normal,262500,2,2,3132.0,3.0,1,1,0
71,528477080,60,FV,100.0,12552,Pave,NoFeature,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,NoMasVnr,0.0,4,3,PConc,4,3,No,GLQ,222.0,Unf,0.0,769.0,991.0,GasA,5,Y,SBrkr,991,956,0,1947,0.0,0.0,2,1,3,1,4,8,Typ,1,4,Attchd,2004.0,RFn,2.0,678.0,3,3,Y,0,136,0,0,0,0,0,GdWo,NoFeature,0,5,2010,WD,Normal,254900,6,5,2938.0,2.5,1,1,1
72,528480090,20,FV,84.0,10440,Pave,NoFeature,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,NoMasVnr,0.0,4,3,PConc,5,3,No,GLQ,1414.0,Unf,0.0,54.0,1468.0,GasA,5,Y,SBrkr,1468,0,0,1468,1.0,0.0,2,0,2,1,4,6,Typ,1,4,Attchd,2005.0,Fin,2.0,528.0,3,3,Y,0,102,0,0,216,0,0,NoFeature,NoFeature,0,5,2010,WD,Normal,271500,5,5,2936.0,3.0,1,1,1
73,531367050,60,RL,76.0,10142,Pave,NoFeature,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,NoMasVnr,0.0,4,3,PConc,4,3,No,GLQ,656.0,Unf,0.0,300.0,956.0,GasA,5,Y,SBrkr,956,1128,0,2084,1.0,0.0,2,1,4,1,4,8,Typ,0,0,BuiltIn,2004.0,RFn,2.0,618.0,3,3,Y,0,45,0,0,0,0,0,NoFeature,NoFeature,0,1,2010,WD,Normal,233000,6,6,3040.0,3.5,1,1,0
74,531369060,60,RL,70.0,11920,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,122.0,4,3,PConc,4,3,Av,Unf,0.0,Unf,0.0,831.0,831.0,GasA,5,Y,SBrkr,831,828,0,1659,0.0,0.0,2,1,3,1,4,8,Typ,0,0,Attchd,2004.0,RFn,2.0,484.0,3,3,Y,144,68,0,0,0,0,0,NoFeature,NoFeature,0,4,2010,WD,Normal,181000,6,6,2490.0,2.5,1,1,0
75,531380080,60,RL,67.0,8880,Pave,NoFeature,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1994,2002,Gable,CompShg,VinylSd,VinylSd,NoMasVnr,0.0,4,3,PConc,4,3,No,GLQ,695.0,Unf,0.0,253.0,948.0,GasA,5,Y,SBrkr,1222,888,0,2110,1.0,0.0,2,1,3,1,4,8,Typ,2,2,Attchd,1994.0,RFn,2.0,463.0,3,3,Y,0,130,0,0,0,0,0,NoFeature,NoFeature,0,5,2010,WD,Normal,205000,16,8,3058.0,3.5,1,1,1
76,531451110,120,RL,50.0,8012,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,NoMasVnr,0.0,3,3,CBlock,4,3,No,BLQ,543.0,BLQ,119.0,261.0,923.0,GasA,3,Y,SBrkr,923,0,0,923,0.0,0.0,2,0,2,1,3,5,Typ,1,3,Attchd,1980.0,RFn,1.0,264.0,3,3,Y,80,0,0,0,0,0,0,NoFeature,NoFeature,0,5,2010,WD,Normal,143000,30,30,1846.0,2.0,1,1,1
77,531451280,60,RL,70.0,11218,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,Wd Sdng,Wd Sdng,NoMasVnr,0.0,4,3,PConc,4,3,No,Unf,0.0,Unf,0.0,1055.0,1055.0,GasA,5,Y,SBrkr,1055,790,0,1845,0.0,0.0,2,1,3,1,4,8,Typ,1,3,Attchd,1992.0,RFn,2.0,462.0,3,3,Y,635,104,0,0,0,0,0,GdPrv,Shed,400,5,2010,WD,Normal,189000,18,18,2900.0,2.5,1,1,1
78,531452020,120,RL,55.0,7892,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1979,1979,Gable,CompShg,Plywood,Plywood,NoMasVnr,0.0,3,3,CBlock,4,3,No,Unf,0.0,Unf,0.0,918.0,918.0,GasA,3,Y,SBrkr,918,0,0,918,0.0,0.0,2,0,2,1,3,5,Typ,1,3,Attchd,1979.0,Unf,1.0,264.0,3,3,Y,28,0,0,0,0,0,0,NoFeature,NoFeature,0,4,2010,WD,Normal,99500,31,31,1836.0,2.0,1,1,1
79,531452050,120,RL,50.0,7175,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1984,1984,Gable,CompShg,Plywood,Plywood,NoMasVnr,0.0,3,3,CBlock,4,3,No,ALQ,623.0,LwQ,121.0,0.0,744.0,GasA,3,Y,SBrkr,752,0,0,752,1.0,0.0,1,0,2,1,3,4,Typ,0,0,Attchd,1984.0,Unf,1.0,264.0,3,3,Y,353,0,0,0,90,0,0,MnPrv,NoFeature,0,2,2010,WD,Normal,125000,26,26,1496.0,2.0,1,1,0
80,531452180,60,RL,67.0,9453,Pave,NoFeature,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,7,7,1993,2003,Gable,CompShg,HdBoard,HdBoard,NoMasVnr,0.0,4,3,PConc,4,3,No,BLQ,402.0,Unf,0.0,594.0,996.0,GasA,5,Y,SBrkr,1014,730,0,1744,0.0,0.0,2,1,3,1,4,7,Typ,0,0,Attchd,1993.0,RFn,2.0,457.0,3,3,Y,370,70,0,238,0,0,0,NoFeature,NoFeature,0,2,2010,WD,Normal,194500,17,7,2740.0,2.5,1,1,0
81,531453010,20,RL,81.0,9672,Pave,NoFeature,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1984,1985,Hip,CompShg,HdBoard,Plywood,NoMasVnr,0.0,3,3,PConc,4,3,No,GLQ,338.0,Unf,0.0,702.0,1040.0,GasA,3,Y,SBrkr,1097,0,0,1097,0.0,0.0,2,0,3,1,3,6,Typ,0,0,Attchd,1986.0,Unf,2.0,480.0,3,3,Y,0,0,0,0,0,0,0,GdPrv,NoFeature,0,5,2010,WD,Normal,152000,26,25,2137.0,2.0,1,1,0
82,531453040,60,RL,70.0,8400,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,6,1980,1981,Gable,CompShg,HdBoard,HdBoard,BrkFace,130.0,3,3,CBlock,4,3,No,Unf,0.0,Unf,0.0,650.0,650.0,GasA,3,Y,SBrkr,888,676,0,1564,0.0,0.0,2,1,3,1,3,7,Typ,1,3,Attchd,1980.0,Unf,2.0,476.0,3,3,Y,0,50,0,0,204,0,0,MnPrv,NoFeature,0,4,2010,WD,Normal,171000,30,29,2214.0,2.5,1,1,1
83,531477050,30,RH,70.0,9800,Pave,NoFeature,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,NoMasVnr,0.0,3,2,BrkTil,3,3,No,Unf,0.0,Unf,0.0,816.0,816.0,GasA,3,N,FuseA,1012,0,0,1012,0.0,0.0,1,0,2,1,3,5,Typ,0,0,Detchd,1920.0,Unf,1.0,429.0,3,3,Y,121,0,80,0,0,0,0,NoFeature,NoFeature,0,4,2010,WD,Normal,67500,90,60,1828.0,1.0,1,1,0
84,532351140,90,RM,68.0,8930,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1.5Fin,6,5,1978,1978,Gable,CompShg,VinylSd,VinylSd,NoMasVnr,0.0,3,3,Slab,0,0,NoFeature,NoFeature,0.0,NoFeature,0.0,0.0,0.0,GasA,3,Y,SBrkr,1318,584,0,1902,0.0,0.0,2,0,4,2,3,8,Typ,0,0,Attchd,1978.0,Unf,2.0,539.0,3,3,Y,0,0,0,0,0,0,0,NoFeature,NoFeature,0,4,2010,WD,Normal,112000,32,32,1902.0,2.0,1,0,0
85,532354090,85,RL,88.0,11782,Pave,NoFeature,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,7,1961,1995,Gable,CompShg,HdBoard,HdBoard,NoMasVnr,0.0,3,3,CBlock,3,3,Av,ALQ,899.0,Unf,0.0,210.0,1109.0,GasA,3,Y,SBrkr,1155,0,0,1155,1.0,0.0,1,0,3,1,4,6,Min2,0,0,Detchd,1987.0,Unf,2.0,576.0,3,3,Y,192,0,0,0,0,0,0,MnPrv,Shed,400,6,2010,WD,Normal,148000,49,15,2264.0,2.0,1,1,0
86,532376160,20,RL,65.0,8450,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,8,1965,2009,Gable,CompShg,MetalSd,MetalSd,NoMasVnr,0.0,3,4,CBlock,3,3,No,GLQ,553.0,BLQ,117.0,224.0,894.0,GasA,5,Y,SBrkr,894,0,0,894,1.0,0.0,1,0,3,1,3,5,Typ,1,4,Detchd,1973.0,Unf,1.0,336.0,3,3,Y,416,144,0,0,0,0,0,MnPrv,NoFeature,0,4,2010,WD,Normal,138500,45,1,1788.0,2.0,1,1,1
